Iteration Agents Items Duration Price_Rise_Steps Tranfer_Steps
81006 11 14 6442 12 9
81007 15 11 4497 6 3
81008 12 23 39621 16 6
81009 19 40 62161 30 26
81010 11 8 2942 4 3
81011 3 13 67697 4 5
81012 6 15 767 2 1
81013 14 25 59316 23 16
81014 7 18 1452 2 1
81015 7 20 8326 13 7
81016 9 31 5396 11 11
81017 6 12 1008 3 2
81018 15 40 51096 26 10
81019 11 25 55893 22 16
81020 4 13 192 0 0
81021 16 38 99561 40 20
81022 16 25 68601 25 14
81023 13 29 36516 22 16
81024 8 28 7771 19 8
81025 13 16 46202 3 8
81026 2 12 972 2 2
81027 6 22 7202 10 10
81028 4 28 1654 2 2
81029 20 11 4994 4 1
81030 19 24 72207 11 5
81031 6 22 2562 4 3
81032 3 36 4006 7 7
81033 13 28 5246 9 6
81034 10 25 15608 17 13
81035 8 40 5891 9 10
81036 4 31 56434 2 3
81037 12 1 439 0 0
81038 8 20 10020 13 9
81039 9 31 77760 17 13
81040 16 32 88269 53 18
81041 7 38 7655 9 9
81042 8 16 4714 10 9
81043 13 14 38680 21 10
81044 20 13 7553 4 3
81045 18 17 41393 14 10
81046 9 10 11230 14 9
81047 12 7 2044 2 2
81048 20 30 115926 46 19
81049 6 6 926 2 3
81050 19 19 75206 15 11
81051 19 40 160780 33 16
81052 14 33 81409 21 19
81053 2 27 386 0 0
81054 15 32 12793 25 10
81055 20 1 307 0 0
81056 13 38 23271 13 12
81057 15 19 76897 22 7
81058 14 11 4960 6 2
81059 13 11 3604 7 3
81060 11 40 38666 20 11
81061 7 39 40654 16 12
81062 20 26 10275 8 8
81063 17 24 58749 22 10
81064 11 27 66287 16 12
81065 10 29 47285 26 17
81066 18 35 116039 40 30
81067 19 11 1098 0 0
81068 1 9 191 0 0
81069 9 17 7158 10 8
81070 17 9 2265 2 1
81071 17 15 45497 15 11
81072 19 34 164745 46 15
81073 7 34 11012 14 6
81074 11 10 6635 5 4
81075 12 19 1667 2 2
81076 18 26 44817 12 15
81077 4 13 577 2 2
81078 8 12 1342 2 3
81079 20 31 132708 28 16
81080 3 5 783 2 2
81081 15 2 397 0 0
81082 5 39 64895 5 4
81083 16 32 98456 42 17
81084 3 21 855 3 2
81085 20 2 329 0 0
81086 3 33 21983 2 2
81087 14 3 623 0 1
81088 7 6 1481 3 4
81089 19 37 100540 41 23
81090 10 4 495 0 0
81091 7 13 2307 6 2
81092 8 37 36339 16 14
81093 8 38 9548 12 6
81094 15 19 7640 11 9
81095 3 23 44576 4 4
81096 1 15 200 0 0
81097 18 28 67300 34 12
81098 2 17 152 0 0
81099 19 9 676 0 0
81100 11 21 28070 16 10
81101 6 7 1999 4 6
81102 14 22 38079 23 10
81103 8 4 388 0 0
81104 16 38 70976 38 16
81105 2 13 277 1 1
81106 11 28 100579 15 8
81107 19 8 405 0 0
81108 13 7 4625 3 2
81109 6 8 1127 3 3
81110 10 6 1448 1 2
81111 8 37 38847 13 14
81112 9 3 811 0 1
81113 12 16 7653 8 6
81114 7 33 5831 7 7
81115 8 12 754 1 1
81116 9 24 26965 10 9
81117 9 22 10024 11 14
81118 1 14 224 0 0
81119 9 33 7729 10 10
81120 4 1 80 0 0
81121 19 13 12144 6 5
81122 7 32 2104 3 3
81123 17 14 5079 7 4
81124 9 9 2258 5 6
81125 20 9 26175 0 1
81126 10 24 11092 13 10
81127 14 3 301 0 0
81128 14 16 4126 6 7
81129 10 37 42443 19 14
81130 12 14 43527 21 14
81131 4 1 275 0 0
81132 18 39 112546 53 24
81133 19 13 7385 9 4
81134 10 36 66183 17 18
81135 19 12 6154 5 3
81136 6 17 75417 5 7
81137 3 19 362 1 1
81138 5 11 2686 6 7
81139 8 19 7184 11 9
81140 17 39 112876 40 29
81141 20 27 69979 26 10
81142 20 19 53162 16 19
81143 15 25 51578 13 9
81144 14 8 2611 2 1
81145 8 36 6971 10 8
81146 11 7 1151 1 2
81147 4 22 1227 4 3
81148 3 15 412 1 1
81149 13 3 561 0 1
81150 11 37 50588 22 11
81151 8 40 95299 15 18
81152 1 30 293 0 0
81153 15 33 83302 34 21
81154 8 17 7313 5 6
81155 2 9 140 0 0
81156 7 11 1601 4 4
81157 9 25 28492 14 7
81158 4 23 3913 12 9
81159 19 26 85912 19 14
81160 8 19 2172 6 3
81161 8 28 29532 8 8
81162 1 37 270 0 0
81163 16 16 3685 2 3
81164 2 32 1958 3 3
81165 16 37 161079 57 34
81166 2 26 1615 2 2
81167 6 31 10211 19 11
81168 19 31 47553 23 8
81169 4 13 2210 5 8
81170 11 39 51612 12 9
81171 15 33 74012 26 19
81172 18 39 125560 33 19
81173 19 30 20658 20 7
81174 5 24 28796 9 5
81175 12 38 94072 21 23
81176 7 27 3634 5 6
81177 5 1 252 0 0
81178 3 23 428 0 0
81179 2 11 261 0 0
81180 10 7 1691 0 3
81181 7 29 4656 9 10
81182 20 40 61555 24 12
81183 17 26 53413 23 9
81184 14 35 44010 28 9
81185 20 6 709 0 0
81186 17 12 43540 6 3
81187 6 28 8308 14 8
81188 3 26 1499 4 4
81189 20 31 95321 23 16
81190 15 24 17045 15 16
81191 3 3 259 0 1
81192 19 23 80495 28 17
81193 6 14 439 1 0
81194 12 17 36250 6 8
81195 6 38 10020 13 7
81196 8 16 39470 16 10
81197 12 33 61358 31 10
81198 11 7 11304 3 3
81199 2 32 1142 3 3
81200 12 4 528 0 1
81201 10 26 31700 21 8
81202 5 19 3303 4 3
81203 17 12 5584 3 6
81204 17 38 45969 28 13
81205 9 11 3005 6 6
81206 15 32 82947 27 13
81207 11 20 35088 12 7
81208 13 1 178 0 0
81209 9 35 45749 20 19
81210 19 1 403 0 0
81211 3 3 226 0 1
81212 3 8 731 1 0
81213 5 39 6781 10 7
81214 7 15 1490 3 4
81215 6 22 1285 3 1
81216 5 24 2312 5 6
81217 6 40 37428 2 2
81218 17 9 1984 2 1
81219 18 22 9863 14 10
81220 4 34 1592 4 1
81221 11 8 40014 5 2
81222 10 6 2315 1 2
81223 8 20 6719 8 9
81224 15 29 56310 36 22
81225 9 18 86310 16 12
81226 12 23 56868 27 12
81227 5 21 3781 6 5
81228 13 27 47035 22 13
81229 19 25 66468 23 10
81230 1 20 134 0 0
81231 10 7 1457 2 2
81232 16 21 10831 7 9
81233 5 7 901 5 2
81234 12 23 44689 25 14
81235 18 28 57407 25 13
81236 1 9 90 0 0
81237 13 33 76047 20 11
81238 13 28 69993 18 9
81239 13 36 10283 9 9
81240 16 13 6266 8 4
81241 19 38 146494 34 22
81242 19 24 67299 28 15
81243 13 27 58710 23 21
81244 16 12 1971 2 3
81245 12 16 111321 4 4
81246 9 25 9491 19 7
81247 2 12 117 0 0
81248 8 40 58631 11 9
81249 6 4 536 0 1
81250 3 23 1376 2 3
81251 12 16 11888 10 13
81252 14 33 57263 23 15
81253 14 6 413 0 0
81254 12 2 518 0 1
81255 12 15 20704 12 10
81256 19 6 2195 0 1
81257 3 32 1608 2 0
81258 14 14 7328 6 8
81259 17 36 50194 25 16
81260 16 17 35117 19 6
81261 3 36 1631 4 3
81262 5 14 3799 9 6
81263 18 14 90672 7 5
81264 20 37 132532 48 20
81265 6 13 2052 7 3
81266 18 27 93311 41 10
81267 14 26 18368 16 16
81268 4 19 2806 5 4
81269 9 40 36470 16 10
81270 17 19 43072 29 9
81271 8 6 1278 2 2
81272 20 23 89921 10 12
81273 5 13 1073 4 3
81274 6 20 2121 6 4
81275 12 1 390 0 0
81276 6 3 273 0 1
81277 15 33 54790 35 9
81278 18 9 638 0 0
81279 15 20 29364 15 4
81280 16 10 4858 4 2
81281 20 32 65151 19 10
81282 4 36 1627 4 2
81283 12 5 971 0 1
81284 10 5 315 0 0
81285 6 35 30474 14 9
81286 7 20 6043 8 6
81287 4 27 1982 4 1
81288 15 13 5730 9 6
81289 1 40 217 0 0
81290 13 22 74882 14 12
81291 11 30 13182 16 11
81292 9 19 36018 14 7
81293 20 14 7911 10 3
81294 13 39 112724 31 16
81295 4 22 3455 5 5
81296 16 16 14478 17 8
81297 17 16 30091 10 6
81298 2 1 153 0 0
81299 6 35 6620 11 8
81300 4 29 2152 6 5
81301 6 28 1145 2 2
81302 7 11 1885 6 3
81303 4 24 26721 5 4
81304 16 35 102863 30 20
81305 15 22 8923 14 4
81306 18 5 741 0 2
81307 9 4 688 0 0
81308 14 25 113325 35 16
81309 20 16 7268 9 3
81310 10 37 19224 16 7
81311 2 18 624 1 1
81312 17 32 61823 25 13
81313 7 34 5887 10 5
81314 4 38 26665 7 9
81315 13 33 62683 25 19
81316 19 34 85304 28 14
81317 19 6 2386 0 2
81318 3 7 729 3 3
81319 13 22 53765 15 13
81320 2 1 199 0 0
81321 20 6 1363 0 0
81322 17 27 14265 18 9
81323 4 3 305 0 1
81324 10 7 1316 2 2
81325 7 8 33742 1 3
81326 9 38 12916 17 9
81327 15 6 368 0 0
81328 6 2 112 0 0
81329 18 25 63068 20 12
81330 12 20 36927 13 4
81331 20 37 99719 43 22
81332 13 32 70393 26 15
81333 19 30 134708 44 23
81334 16 14 9735 9 7
81335 8 13 3220 9 5
81336 6 37 68755 10 8
81337 11 7 3091 2 1
81338 1 15 277 0 0
81339 3 29 1369 1 1
81340 14 2 439 0 0
81341 9 24 13387 17 10
81342 18 5 444 0 0
81343 6 7 2096 2 2
81344 18 1 693 0 0
81345 18 3 577 0 0
81346 3 15 1080 2 1
81347 6 16 3382 5 3
81348 18 13 9251 8 2
81349 20 35 76477 25 16
81350 12 21 44750 15 5
81351 17 24 10786 15 12
81352 8 19 27601 6 5
81353 15 1 532 0 0
81354 18 40 58776 28 20
81355 1 13 202 0 0
81356 8 40 30374 19 16
81357 17 36 125433 24 22
81358 7 38 97912 25 14
81359 19 1 623 0 0
81360 7 8 4341 5 3
81361 15 19 6723 10 8
81362 1 30 240 0 0
81363 1 9 183 0 0
81364 16 28 103664 41 17
81365 11 2 243 0 0
81366 15 23 40446 19 8
81367 3 35 1594 2 0
81368 1 30 294 0 0
81369 10 33 11253 16 9
81370 19 20 57091 22 10
81371 5 39 1917 4 5
81372 11 4 533 0 0
81373 4 7 31288 1 1
81374 15 40 62534 32 25
81375 2 20 791 3 3
81376 9 14 3920 10 5
81377 19 2 379 0 0
81378 9 10 2234 4 6
81379 3 12 22932 1 1
81380 12 3 372 0 0
81381 15 22 72596 26 11
81382 1 11 230 0 0
81383 2 38 1239 1 1
81384 13 4 594 0 0
81385 20 20 18658 13 14
81386 19 16 126713 10 6
81387 1 21 191 0 0
81388 3 30 1031 2 1
81389 3 4 780 2 3
81390 2 20 1996 5 6
81391 13 15 72904 15 7
81392 13 28 16557 20 12
81393 19 19 136531 26 18
81394 17 37 21302 20 8
81395 4 35 72792 3 3
81396 5 40 1697 4 4
81397 2 33 1024 3 4
81398 5 13 6040 6 5
81399 10 19 5320 7 7
81400 9 10 7989 5 6
81401 14 24 80315 21 12
81402 9 13 2089 3 7
81403 8 6 552 0 2
81404 10 15 27775 5 6
81405 12 8 744 0 2
81406 19 17 16889 18 5
81407 16 4 388 0 0
81408 14 31 40821 13 16
81409 12 38 54569 20 17
81410 20 4 461 0 0
81411 4 34 1087 2 2
81412 1 1 77 0 0
81413 13 13 6983 8 8
81414 7 34 37757 7 5
81415 14 32 90971 30 10
81416 20 18 16040 12 11
81417 6 30 7256 5 5
81418 9 39 31848 17 11
81419 7 15 3034 4 6
81420 4 1 138 0 0
81421 16 30 53347 29 8
81422 4 40 58211 8 5
81423 13 17 11724 10 6
81424 2 3 574 1 1
81425 6 38 5611 10 6
81426 5 8 5223 5 3
81427 19 2 811 0 0
81428 1 12 191 0 0
81429 3 17 23685 2 2
81430 3 20 3089 6 6
81431 14 23 19425 20 11
81432 9 24 43531 16 8
81433 6 38 4679 8 10
81434 14 6 535 0 0
81435 13 2 312 0 0
81436 8 22 30697 9 3
81437 13 34 53785 32 12
81438 17 36 108499 52 23
81439 11 22 4925 8 6
81440 16 36 152632 30 20
81441 1 6 168 0 0
81442 2 14 696 1 1
81443 13 33 13436 16 11
81444 4 21 2155 6 5
81445 7 28 50380 13 8
81446 9 1 396 0 0
81447 14 36 39332 18 8
81448 15 26 21924 22 17
81449 16 3 280 0 0
81450 3 22 600 2 1
81451 6 10 68388 6 3
81452 9 14 13618 12 9
81453 8 33 40635 15 17
81454 8 38 4295 3 4
81455 5 15 3265 6 4
81456 2 20 822 1 1
81457 12 3 496 0 0
81458 4 37 5672 9 5
81459 20 20 32315 14 16
81460 20 14 10064 7 3
81461 2 8 127 0 0
81462 9 11 6330 9 8
81463 19 9 24281 0 3
81464 12 30 19002 24 13
81465 14 30 45590 12 7
81466 19 2 567 0 0
81467 12 13 54525 21 15
81468 4 30 4342 8 6
81469 9 8 595 0 1
81470 10 2 279 0 0
81471 16 26 58059 19 17
81472 20 2 683 0 0
81473 17 14 7961 11 6
81474 2 12 229 1 1
81475 12 21 61192 15 9
81476 19 5 2208 0 1
81477 2 27 1106 1 2
81478 8 17 5654 13 8
81479 12 15 84040 12 9
81480 10 12 3409 5 6
81481 20 14 5425 3 5
81482 11 28 75263 23 13
81483 9 23 7659 6 10
81484 10 30 40993 23 9
81485 12 7 2375 1 3
81486 12 15 47171 10 10
81487 5 26 6386 8 9
81488 4 5 612 2 1
81489 3 33 1239 2 5
81490 16 37 146624 32 22
81491 20 13 6325 6 3
81492 10 29 9683 18 6
81493 13 12 41557 8 4
81494 20 34 96069 38 20
81495 4 16 1841 4 6
81496 12 3 767 0 1
81497 16 35 116926 26 15
81498 2 11 177 0 0
81499 5 11 2224 5 3
81500 15 27 43968 16 7
81501 6 39 4458 5 2
81502 6 37 9455 12 18
81503 20 18 93956 18 15
81504 16 13 8518 12 5
81505 2 23 207 0 0
81506 6 34 43915 13 14
81507 19 32 113397 61 12
81508 8 15 4418 10 7
81509 14 40 103385 23 12
81510 11 14 81423 11 5
81511 15 1 332 0 0
81512 6 28 5236 12 5
81513 8 5 955 1 1
81514 19 18 66466 16 9
81515 17 26 152618 21 6
81516 11 26 7362 12 6
81517 8 9 2466 5 2
81518 6 31 4958 7 5
81519 20 3 48075 0 1
81520 8 22 10335 14 10
81521 1 26 118 0 0
81522 14 3 255 0 0
81523 5 11 1660 4 6
81524 10 37 67602 12 11
81525 11 16 14083 12 9
81526 13 22 55874 22 13
81527 15 40 63278 26 12
81528 20 24 117488 26 20
81529 9 38 63358 14 10
81530 13 36 17729 18 13
81531 16 20 57676 18 8
81532 7 35 50903 19 10
81533 19 3 629 0 0
81534 7 10 835 0 1
81535 8 36 10172 10 6
81536 11 14 58029 7 8
81537 4 15 2085 4 3
81538 18 12 6030 4 2
81539 11 15 5318 6 4
81540 10 37 73775 19 10
81541 17 10 4711 5 3
81542 2 7 117 0 0
81543 9 20 3841 9 4
81544 2 23 421 1 1
81545 1 28 129 0 0
81546 9 17 33328 10 10
81547 8 33 4685 8 5
81548 18 5 408 0 0
81549 5 29 3631 6 9
81550 13 21 49485 15 15
81551 6 26 3959 10 7
81552 7 11 2438 6 5
81553 16 40 114990 29 12
81554 14 7 3141 2 1
81555 5 12 3838 6 6
81556 8 38 52051 21 10
81557 5 32 12186 10 6
81558 17 22 54448 25 16
81559 19 38 109059 51 27
81560 8 29 43626 8 9
81561 1 18 307 0 0
81562 11 39 128845 21 15
81563 5 9 1218 4 2
81564 10 17 7712 13 8
81565 7 21 2796 7 4
81566 7 40 63753 19 13
81567 20 11 4380 4 2
81568 11 39 45624 12 6
81569 11 27 10864 16 7
81570 7 27 95556 18 17
81571 4 35 2630 7 6
81572 15 20 57143 30 12
81573 8 20 48945 9 5
81574 11 2 607 0 0
81575 15 40 67301 33 16
81576 11 8 2271 2 4
81577 2 38 429 1 0
81578 13 10 7974 9 7
81579 4 34 40136 7 6
81580 5 4 663 0 2
81581 11 14 5224 7 3
81582 2 35 404 1 0
81583 14 23 34975 15 8
81584 17 13 6603 6 5
81585 1 37 259 0 0
81586 5 2 314 0 1
81587 16 1 390 0 0
81588 3 32 2957 8 6
81589 13 35 80066 46 29
81590 10 27 15179 19 13
81591 13 18 63150 13 6
81592 13 12 13222 12 5
81593 13 26 22953 16 13
81594 17 19 57499 26 18
81595 11 12 4051 7 7
81596 2 4 258 1 0
81597 9 36 8521 16 12
81598 19 4 50946 0 1
81599 18 15 17932 11 6
81600 10 3 584 0 0
81601 11 7 1852 2 2
81602 13 2 272 0 0
81603 1 21 141 0 0
81604 12 20 36335 21 10
81605 14 1 305 0 0
81606 15 16 40690 20 12
81607 3 33 1033 2 2
81608 15 20 7764 8 8
81609 1 6 121 0 0
81610 18 1 528 0 0
81611 4 9 914 1 2
81612 8 33 5030 10 5
81613 4 5 40484 2 3
81614 7 22 3326 4 5
81615 13 1 483 0 0
81616 14 1 493 0 0
81617 6 29 4042 7 3
81618 18 10 9484 6 4
81619 14 25 8822 20 9
81620 15 26 15829 16 11
81621 1 33 331 0 0
81622 18 28 63077 31 13
81623 18 15 14459 11 11
81624 10 3 319 0 0
81625 3 31 1264 1 2
81626 20 21 22367 23 17
81627 7 31 22529 11 8
81628 10 12 9537 15 12
81629 18 14 43147 7 5
81630 10 34 7821 16 15
81631 19 38 59223 27 17
81632 12 17 5847 15 8
81633 18 29 24531 16 10
81634 16 27 80510 25 11
81635 16 27 50291 39 15
81636 10 3 266 0 0
81637 14 31 47982 28 13
81638 2 18 274 0 0
81639 15 7 2451 1 1
81640 17 24 87410 27 16
81641 3 22 667 1 1
81642 12 6 1854 2 2
81643 13 6 257 0 0
81644 8 20 21260 11 11
81645 9 31 12736 14 10
81646 9 34 24857 18 9
81647 4 38 5106 13 9
81648 2 34 863 2 2
81649 6 2 125 0 0
81650 8 25 33122 9 8
81651 20 22 28498 30 19
81652 9 17 5285 16 9
81653 20 11 25610 5 5
81654 5 23 2926 4 3
81655 15 17 14598 19 11
81656 8 17 39071 10 6
81657 20 7 1105 0 0
81658 18 14 13088 10 5
81659 3 9 655 2 2
81660 2 6 108 0 0
81661 1 33 204 0 0
81662 13 17 42769 11 7
81663 20 1 372 0 0
81664 3 5 432 2 1
81665 11 21 10313 18 10
81666 19 30 39020 29 13
81667 19 26 42998 15 11
81668 8 34 4153 9 5
81669 10 32 7994 13 10
81670 3 10 1153 4 4
81671 6 3 333 0 1
81672 20 12 41573 3 5
81673 18 13 5274 5 4
81674 16 12 5905 7 3
81675 13 15 7549 12 8
81676 7 16 16280 11 11
81677 10 36 8223 12 9
81678 8 7 2311 5 3
81679 6 4 163 0 0
81680 3 21 1055 4 2
81681 5 13 1887 3 2
81682 9 22 14912 10 4
81683 6 23 5085 8 7
81684 8 11 3702 7 4
81685 12 5 641 0 2
81686 16 28 46366 22 6
81687 5 17 632 1 1
81688 12 38 33849 21 12
81689 5 20 3736 7 6
81690 17 39 69314 52 25
81691 5 14 1795 6 7
81692 11 12 2040 2 5
81693 5 4 126 0 0
81694 16 28 46544 17 9
81695 5 18 2001 7 5
81696 10 17 18262 10 3
81697 19 28 28096 27 14
81698 2 31 205 0 0
81699 2 33 199 0 0
81700 5 19 29224 4 3
81701 6 24 6994 18 9
81702 4 22 1404 3 6
81703 15 16 38975 25 16
81704 16 23 43819 21 13
81705 9 8 2808 2 4
81706 13 15 3383 8 6
81707 9 39 7161 14 12
81708 3 29 47185 2 2
81709 7 24 4715 9 6
81710 1 39 241 0 0
81711 8 17 3478 5 4
81712 14 5 765 0 1
81713 8 13 2784 5 6
81714 16 9 5553 6 2
81715 1 6 101 0 0
81716 18 24 53881 19 7
81717 14 3 242 0 0
81718 8 27 4573 10 7
81719 15 3 293 0 0
81720 11 21 22818 18 10
81721 2 29 1830 4 3
81722 3 38 2857 6 7
81723 3 2 520 0 1
81724 11 12 11981 11 8
81725 16 11 4320 2 4
81726 12 7 2624 2 3
81727 15 24 8178 17 11
81728 1 19 113 0 0
81729 12 12 3326 7 5
81730 13 8 1923 4 1
81731 7 8 15590 5 4
81732 2 40 1176 1 1
81733 19 28 17123 15 9
81734 5 19 1708 6 3
81735 2 21 64467 0 0
81736 16 37 37241 30 24
81737 6 12 1388 5 4
81738 15 24 13355 15 5
81739 1 1 52 0 0
81740 17 31 19875 16 12
81741 5 25 5171 10 10
81742 13 4 638 0 0
81743 5 27 3156 7 7
81744 7 35 57684 14 6
81745 18 38 56301 25 18
81746 20 18 9554 12 5
81747 10 22 12440 15 10
81748 8 16 4153 7 6
81749 1 13 152 0 0
81750 14 15 36983 17 8
81751 6 39 5157 8 10
81752 14 26 45461 19 5
81753 16 17 12028 16 12
81754 10 40 36600 28 14
81755 4 5 182 0 1
81756 8 1 136 0 0
81757 1 32 120 0 0
81758 6 14 1065 4 2
81759 19 28 38410 24 9
81760 20 2 402 0 0
81761 8 33 51044 12 12
81762 11 38 29384 19 18
81763 10 9 5910 5 3
81764 5 6 606 0 1
81765 7 30 5290 11 3
81766 19 19 10245 14 8
81767 17 30 29850 20 9
81768 4 23 1925 6 5
81769 17 3 535 0 1
81770 16 35 106671 53 16
81771 12 9 3814 6 3
81772 7 23 3156 8 2
81773 12 38 50421 28 13
81774 13 12 2108 4 4
81775 3 37 23644 5 3
81776 13 4 1429 0 2
81777 1 27 202 0 0
81778 20 10 4366 3 3
81779 5 10 2066 5 3
81780 13 28 10705 11 11
81781 18 17 7764 8 11
81782 2 31 2736 2 1
81783 18 10 7184 4 2
81784 16 25 61775 23 8
81785 1 39 170 0 0
81786 1 13 101 0 0
81787 12 8 2011 4 1
81788 3 4 370 1 1
81789 4 39 1936 3 4
81790 17 21 31764 13 8
81791 13 1 318 0 0
81792 9 39 9066 12 6
81793 7 3 130 0 0
81794 2 40 379 1 1
81795 8 29 4590 11 8
81796 19 24 51358 24 15
81797 9 37 40333 16 14
81798 13 29 7467 9 11
81799 7 10 2030 4 2
81800 10 14 3974 7 5
81801 20 5 888 0 1
81802 18 17 33352 20 9
81803 8 5 418 0 0
81804 2 40 2290 3 3
81805 16 17 10299 8 12
81806 10 24 6466 13 8
81807 8 38 43787 2 0
81808 17 33 17822 19 15
81809 11 9 1844 5 1
81810 2 12 96 0 0
81811 4 34 879 3 2
81812 15 32 31358 30 19
81813 14 2 455 0 0
81814 7 14 1444 2 2
81815 20 5 695 0 0
81816 9 17 10901 13 9
81817 6 3 282 0 0
81818 8 7 3556 5 3
81819 2 2 186 0 1
81820 5 30 2218 5 5
81821 6 9 1751 4 6
81822 12 5 645 0 1
81823 18 20 62741 19 10
81824 19 39 36578 37 20
81825 20 25 54054 21 14
81826 20 35 62118 29 11
81827 1 24 208 0 0
81828 18 33 55573 36 25
81829 15 38 43345 16 8
81830 12 7 834 0 1
81831 3 7 540 1 1
81832 10 1 391 0 0
81833 10 17 4717 6 4
81834 19 25 69690 34 11
81835 16 16 42212 13 7
81836 7 22 1790 6 5
81837 14 40 34941 27 13
81838 4 10 623 3 2
81839 15 5 353 0 0
81840 17 16 8828 15 5
81841 16 21 28061 12 8
81842 3 4 99 0 0
81843 14 5 1060 1 1
81844 2 39 1146 3 3
81845 4 20 1308 2 2
81846 9 5 531 0 1
81847 8 37 30269 11 7
81848 8 22 7497 10 9
81849 6 18 4255 6 5
81850 15 36 39636 25 12
81851 13 40 30479 29 12
81852 4 9 1230 4 4
81853 11 31 47724 21 9
81854 2 31 279 0 0
81855 8 20 4772 9 4
81856 18 10 934 0 0
81857 8 30 12479 17 12
81858 13 33 33737 13 8
81859 5 11 2546 6 6
81860 4 9 1794 3 2
81861 2 30 1834 3 3
81862 13 9 3264 4 1
81863 1 35 302 0 0
81864 14 3 225 0 0
81865 18 1 248 0 0
81866 20 7 1456 1 2
81867 3 40 1531 4 4
81868 6 27 4113 10 8
81869 10 6 872 0 2
81870 16 21 36939 22 4
81871 20 10 2328 0 2
81872 20 12 7813 4 2
81873 14 5 2179 1 1
81874 11 19 2009 3 3
81875 13 16 40810 8 10
81876 4 7 548 0 1
81877 17 24 12096 13 9
81878 18 21 13784 20 9
81879 1 20 95 0 0
81880 17 3 466 0 0
81881 10 33 28848 23 14
81882 17 34 57392 30 16
81883 4 20 1269 4 3
81884 8 15 43415 26 13
81885 9 19 11929 14 13
81886 20 23 23156 16 7
81887 16 32 73965 27 9
81888 1 35 401 0 0
81889 7 40 12714 16 16
81890 9 9 2662 6 7
81891 9 4 164 0 0
81892 12 16 30127 11 6
81893 13 10 5267 6 4
81894 4 9 370 1 1
81895 6 17 2869 6 4
81896 5 29 1719 3 2
81897 19 25 83344 46 15
81898 3 26 3851 8 8
81899 10 17 3332 8 5
81900 14 6 894 0 1
81901 6 24 19632 7 5
81902 2 1 223 0 0
81903 10 15 6323 6 6
81904 16 14 6617 9 5
81905 19 2 406 0 0
81906 2 8 103 0 0
81907 19 16 7908 11 6
81908 19 16 31175 16 11
81909 1 8 86 0 0
81910 11 31 44053 16 14
81911 2 40 1995 2 2
81912 3 6 302 0 0
81913 8 34 13509 16 20
81914 15 25 39238 31 12
81915 5 40 3520 7 5
81916 8 17 3849 11 4
81917 5 11 3482 9 4
81918 10 5 1217 1 1
81919 10 27 7489 12 11
81920 19 37 67456 47 21
81921 4 12 2679 7 5
81922 19 21 51073 16 11
81923 10 16 2860 10 5
81924 11 35 2807 6 8
81925 1 37 178 0 0
81926 11 38 47031 19 13
81927 15 8 2214 1 2
81928 4 7 795 2 2
81929 2 28 498 1 0
81930 13 38 50465 24 15
81931 10 16 30376 9 3
81932 17 23 20372 24 10
81933 19 33 74051 41 20
81934 14 29 37554 17 7
81935 15 29 17806 22 12
81936 16 23 49605 14 6
81937 18 1 666 0 0
81938 12 29 13227 16 5
81939 18 16 30878 9 2
81940 13 20 13505 15 7
81941 14 14 11315 18 8
81942 15 13 7325 12 5
81943 18 23 53552 20 13
81944 11 18 28185 11 7
81945 6 6 2681 3 4
81946 7 7 785 0 2
81947 13 33 11309 19 12
81948 9 14 2238 3 5
81949 8 24 4460 16 13
81950 15 16 31190 21 4
81951 16 4 932 0 1
81952 14 40 67000 30 18
81953 17 14 14190 7 4
81954 2 9 101 0 0
81955 3 10 1009 4 6
81956 8 12 4243 8 4
81957 18 22 4270 3 7
81958 16 10 2035 3 2
81959 19 2 316 0 0
81960 12 12 2798 6 7
81961 16 21 9196 20 7
81962 1 21 101 0 0
81963 7 17 3111 10 5
81964 19 6 1362 0 2
81965 2 5 135 0 0
81966 12 29 46375 25 14
81967 14 38 52071 28 15
81968 14 28 15115 29 19
81969 8 36 5857 16 7
81970 4 27 2233 7 7
81971 17 24 58128 17 9
81972 1 13 123 0 0
81973 16 35 54686 30 19
81974 6 14 950 5 3
81975 7 28 4261 13 5
81976 15 27 35295 28 14
81977 4 13 712 3 3
81978 5 17 47233 11 8
81979 6 35 10628 16 11
81980 20 6 696 0 0
81981 16 6 1195 0 2
81982 3 34 21556 6 9
81983 3 20 1180 2 1
81984 20 38 120581 56 24
81985 1 19 108 0 0
81986 2 12 378 2 1
81987 8 33 4356 11 11
81988 3 8 115 0 0
81989 7 15 1649 5 6
81990 5 10 1093 4 3
81991 3 11 128 0 0
81992 5 12 622 2 2
81993 1 3 83 0 0
81994 7 15 33116 23 15
81995 16 25 71836 19 11
81996 16 18 12819 14 9
81997 7 15 1841 7 5
81998 6 31 3168 10 10
81999 15 11 22065 9 6
82000 6 11 2760 5 3
82001 18 26 49107 22 10
82002 2 40 516 0 0
82003 17 15 11111 11 3
82004 13 36 40702 21 10
82005 18 33 25391 26 18
82006 5 35 4644 10 11
82007 14 38 68934 30 17
82008 18 27 15106 22 9
82009 20 28 39380 25 23
82010 2 32 395 1 1
82011 4 28 2168 9 8
82012 19 33 97607 30 19
82013 17 23 11053 20 6
82014 7 26 3970 15 9
82015 11 34 14423 6 6
82016 5 9 2992 8 3
82017 6 32 4422 10 12
82018 4 36 4204 7 6
82019 9 22 29338 11 10
82020 5 16 1373 6 4
